first_name,last_name,birth_date,dept_no,from_date,to_date,title,emp_no
Gopalakrishnan,Pehl,1965-01-06,d005,1995-03-15,2001-06-10,Engineer,249451
Dmitry,Velardi,1965-01-07,d008,1995-10-20,1999-01-01,Senior Engineer,249504
Nechama,Gaughan,1965-01-12,d004,1986-01-16,1993-07-09,Assistant Engineer,249780
Jolita,Neimat,1965-01-04,d005,1993-12-27,1999-01-01,Engineer,249799
Steen,Gubsky,1965-01-15,d007,1989-01-14,1999-01-01,Senior Staff,249866
Georgi,Luiz,1965-01-21,d004,1991-06-10,1999-01-01,Engineer,249969
Ranga,Sommen,1965-01-27,d007,1989-01-20,1999-01-01,Senior Staff,250411
Alexius,Plavsic,1965-01-14,d005,2000-01-17,1999-01-01,Senior Engineer,250452
Kish,Turnbull,1965-01-27,d005,1987-02-10,1999-01-01,Senior Engineer,250748
Hinrich,Hooghiemstra,1965-01-22,d002,1985-10-05,1999-01-01,Staff,251166
Yucel,Bernini,1965-01-07,d004,1993-02-19,1999-01-01,Engineer,251233
Pintsang,Impagliazzo,1965-01-30,d007,1989-05-06,1999-01-01,Senior Staff,251301
Divier,Kumaresan,1965-01-11,d003,1992-12-05,1999-01-01,Staff,251341
Utpal,DuBourdieux,1965-01-01,d005,1997-11-19,1999-01-01,Technique Leader,251403
Shichao,Iwayama,1965-01-20,d005,1989-10-17,1999-01-01,Engineer,251437
Bezalel,Tsunoo,1965-01-06,d007,1992-06-17,1999-01-01,Staff,251645
Moty,Sommen,1965-01-05,d005,1990-08-14,1999-01-01,Senior Engineer,251680
Mitsuyuki,Zockler,1965-01-01,d004,1998-09-14,1999-01-01,Technique Leader,251814
Chaosheng,Conta,1965-01-01,d006,1997-04-14,1999-01-01,Engineer,252185
Zito,Alvarado,1965-01-15,d003,1986-07-07,2000-09-18,Senior Staff,252241
Gill,Niizuma,1965-01-07,d005,1994-10-08,1999-01-01,Senior Engineer,252316
Keung,Simmel,1965-01-30,d005,1995-11-17,2002-06-24,Technique Leader,252318
Sanjeeva,Peron,1965-01-01,d004,1993-12-26,1999-01-01,Senior Engineer,252392
Sachem,McDermid,1965-01-12,d005,1987-04-30,1987-12-02,Senior Engineer,252592
Thodoros,Thimonier,1965-01-13,d006,1995-04-05,1999-01-01,Engineer,253029
Insup,Hainaut,1965-01-05,d007,1998-02-11,1999-01-01,Staff,253707
Stafford,Terlouw,1965-01-28,d004,1999-02-21,1999-01-01,Assistant Engineer,253838
Huiqun,Trystram,1965-01-04,d004,1993-05-10,1999-01-01,Senior Engineer,253893
Gunilla,Brendel,1965-01-16,d006,1992-04-10,1999-01-01,Senior Engineer,254044
Armond,Lores,1965-01-24,d004,1999-09-16,1999-01-01,Technique Leader,254399
Mamdouh,Lodder,1965-01-08,d007,1986-03-23,1991-12-09,Staff,254591
Mohan,Chepyzhov,1965-01-03,d004,1995-04-06,1996-05-26,Senior Engineer,254787
Tonny,Couchot,1965-01-24,d007,1994-12-12,1999-01-01,Staff,254821
Serenella,Couchot,1965-01-31,d003,1997-03-15,2001-01-25,Senior Staff,254916
Huan,Roccetti,1965-01-18,d004,1985-07-03,1999-01-01,Senior Engineer,255466
Oldrich,Cyre,1965-01-20,d005,1985-02-10,1999-01-01,Engineer,255657
Heejo,Merle,1965-01-31,d004,1997-09-04,1999-01-01,Technique Leader,255779
Duke,Picaronny,1965-01-20,d002,1995-03-23,1995-04-05,Staff,256078
Halsur,Brodal,1965-01-01,d004,1997-11-22,1999-01-01,Engineer,256216
Bezalel,Jording,1965-01-10,d009,1991-01-16,1998-11-19,Staff,256837
Hongzue,Barbanera,1965-01-03,d003,1987-06-17,1999-01-01,Senior Staff,256856
Ioana,Jakobus,1965-01-03,d005,1990-08-10,1999-01-01,Engineer,256881
Heather,Pehl,1965-01-03,d001,1993-09-15,1999-01-01,Staff,256888
Stabislas,Pardalos,1965-01-24,d005,1989-06-21,1999-01-01,Senior Engineer,257062
Pascal,Bernatsky,1965-01-06,d001,1988-09-03,1999-01-01,Staff,257378
Anyuan,Hanratty,1965-01-22,d002,1988-01-06,1999-01-01,Senior Staff,257469
Shaowei,Nicolson,1965-01-01,d003,1986-12-07,1999-01-01,Senior Staff,257484
Adhemar,Dalphin,1965-01-16,d003,1990-06-02,2000-08-26,Senior Staff,257624
Sushant,Riefers,1965-01-26,d005,1987-12-05,1998-01-08,Senior Engineer,257799
Mountaz,Reinhart,1965-01-07,d005,2000-01-21,2001-07-03,Engineer,258028
Mariusz,Zolotykh,1965-01-17,d007,1990-07-28,1999-01-01,Senior Staff,258124
Tayeb,Veevers,1965-01-17,d008,1986-10-10,1991-05-24,Staff,258363
Jaber,Falco,1965-01-05,d005,1995-10-01,1995-10-11,Engineer,258376
Weiwu,Butner,1965-01-04,d007,1995-02-14,1999-01-01,Staff,258470
Przemyslawa,Esposito,1965-01-11,d005,1992-02-27,1999-01-01,Engineer,258643
Xiaoqiang,Farrow,1965-01-12,d007,1997-01-01,1999-01-01,Staff,259042
Palash,Gammage,1965-01-27,d009,1987-10-23,1999-01-01,Staff,259237
Xiahua,Gomatam,1965-01-22,d004,1989-12-01,1999-01-01,Senior Engineer,259273
Shuichi,Marrakchi,1965-01-27,d007,1990-08-21,1999-01-01,Senior Staff,259611
Conal,Magliocco,1965-01-21,d002,1992-05-09,1999-01-01,Senior Staff,259619
Stepehn,Bouloucos,1965-01-24,d008,1991-09-17,1993-12-13,Senior Staff,259718
Kwok,Journel,1965-01-16,d003,1997-12-22,1999-02-27,Staff,260083
Mingdong,Baar,1965-01-28,d005,1991-10-14,1999-01-01,Technique Leader,260153
Vugranam,Beausoleil,1965-01-22,d009,1998-05-14,1999-01-01,Staff,260249
Reinhold,Rahier,1965-01-25,d004,1997-10-09,1999-01-01,Engineer,260361
Hatem,Birsak,1965-01-30,d002,1989-04-10,1999-01-01,Senior Staff,260399
Sasan,Brookner,1965-01-19,d009,1996-09-03,1999-01-01,Staff,260408
Dzung,Pargas,1965-01-14,d005,1990-05-17,1999-01-01,Technique Leader,260501
Fei,Rebaine,1965-01-29,d005,1995-05-05,1999-04-19,Senior Engineer,260545
Masako,Kornatzky,1965-01-30,d004,1987-08-29,1999-01-01,Senior Engineer,261184
Jianhua,Huttel,1965-01-08,d005,1998-02-23,1999-01-01,Engineer,261631
Berni,Assaf,1965-01-11,d002,1989-09-08,1999-01-01,Senior Staff,261662
Mark,Lindqvist,1965-01-23,d004,1990-11-22,1999-01-01,Engineer,261737
Gila,Ramsak,1965-01-21,d005,1997-05-13,1999-01-01,Senior Engineer,261986
Volkmar,Czaja,1965-01-16,d007,1992-04-01,1999-01-01,Staff,261990
Wonhee,Vrecion,1965-01-16,d004,1986-03-14,1996-08-28,Senior Engineer,262154
Mrinalini,Holburn,1965-01-16,d002,1987-04-20,1987-05-23,Senior Staff,262208
Chinho,Bottner,1965-01-22,d005,1985-07-29,1999-01-01,Senior Engineer,262210
Mayuko,Vural,1965-01-03,d007,1997-12-24,1999-01-01,Staff,262328
Lorien,Lagarias,1965-01-30,d001,1985-10-10,1999-01-01,Senior Staff,262439
Subbu,Kaiserswerth,1965-01-07,d004,1992-06-15,1999-03-08,Assistant Engineer,262440
Jixiang,Loncour,1965-01-05,d005,1994-03-16,2001-02-20,Engineer,262548
Tamiya,Reutenauer,1965-01-04,d004,1992-04-10,1999-01-01,Senior Engineer,262636
Izaskun,Moffat,1965-01-19,d009,1987-04-30,2001-08-14,Senior Staff,262741
Pramod,Bierman,1965-01-04,d005,1997-12-12,1999-01-01,Engineer,262752
Kayoko,Attimonelli,1965-01-16,d007,1992-10-14,1999-01-20,Staff,262861
Piyush,Gill,1965-01-01,d006,1995-02-20,1999-01-01,Engineer,262928
Hideo,Buchter,1965-01-09,d003,1999-05-01,1999-01-01,Staff,263012
Danny,Lowrie,1965-01-22,d005,1995-09-13,1999-01-01,Technique Leader,263186
Dinkar,Sinicrope,1965-01-19,d001,1985-07-12,1985-07-14,Staff,263325
Shakhar,Ranze,1965-01-03,d007,1999-05-29,1999-01-01,Staff,263370
Atreye,Kabayashi,1965-01-09,d005,1986-12-15,1999-01-01,Senior Engineer,263439
Mingsen,Lally,1965-01-19,d005,1990-12-04,1999-01-01,Senior Engineer,263645
Mechthild,Zongker,1965-01-17,d007,1993-07-26,1999-01-01,Senior Staff,263649
Abdulah,Horswill,1965-01-03,d004,1999-06-12,2000-11-14,Engineer,263721
Fusako,Schwartzbauer,1965-01-03,d007,1985-04-07,1999-01-01,Senior Staff,263926
Khalil,Mapelli,1965-01-16,d004,1990-01-15,1992-04-06,Senior Engineer,264001
Zdislav,Solares,1965-01-15,d004,1990-12-14,1999-01-01,Engineer,264030
Baoqiu,Tomescu,1965-01-25,d005,1996-05-01,1999-01-01,Senior Engineer,264167
Leandro,Swist,1965-01-03,d007,1991-01-06,1999-01-01,Staff,264322
Noritoshi,Bakhtari,1965-01-13,d001,1993-02-03,1999-01-01,Senior Staff,264626
Siddarth,Luke,1965-01-04,d007,1993-10-06,1994-07-06,Staff,264715
Bogdan,Bahi,1965-01-10,d005,1985-02-09,1999-02-13,Engineer,264939
Navid,Staudhammer,1965-01-03,d002,1992-10-18,1999-01-01,Staff,265039
Kensei,Salverda,1965-01-04,d004,1993-05-25,1999-01-01,Engineer,265521
Susuma,Kleiser,1965-01-31,d007,1987-08-02,1999-01-01,Senior Staff,265558
Miquel,Halloran,1965-01-15,d007,1994-01-14,1999-01-01,Senior Staff,265794
Fan,Marsiglia,1965-01-20,d004,1989-09-03,1999-01-01,Engineer,265875
Zsolt,Anily,1965-02-01,d001,1985-08-19,1999-01-01,Senior Staff,266206
Sumant,Nishimukai,1965-01-15,d007,1991-03-28,1999-01-01,Senior Staff,266249
Zvonko,Serdy,1965-01-23,d008,1987-06-24,1999-01-01,Staff,266310
Anwar,Gubsky,1965-01-08,d002,1993-08-09,1999-01-01,Senior Staff,266644
Parke,Serna,1965-01-24,d005,1985-03-29,1999-09-23,Senior Engineer,266689
Mart,Plumb,1965-01-10,d008,1986-04-21,1999-01-01,Senior Staff,266862
Mokhtar,Sabnani,1965-01-11,d001,1997-02-04,1999-01-01,Staff,266881
Toshimi,Kragelund,1965-01-26,d004,1988-02-21,1994-07-05,Engineer,266981
Moie,Tempesti,1965-01-09,d009,1991-06-29,1999-01-01,Senior Staff,267059
Susuma,Tagansky,1965-01-10,d004,1995-01-22,1999-01-01,Senior Engineer,267227
Jordanka,Axelband,1965-01-06,d007,1994-06-27,1999-01-01,Senior Staff,267304
Mayuri,Flowers,1965-01-02,d002,1997-05-12,2000-11-07,Staff,267504
Irena,Kaiserswerth,1965-01-05,d007,1987-09-05,1999-01-01,Senior Staff,267667
Wojceich,Honglei,1965-01-25,d005,1991-12-28,2000-05-01,Senior Engineer,267745
Narain,Mikschl,1965-01-28,d005,1997-11-02,1999-01-01,Engineer,268043
LiMin,Teitelbaum,1965-01-07,d004,1990-11-01,1999-01-01,Engineer,268191
Somnath,Uhrik,1965-01-04,d004,1988-01-14,1994-12-09,Engineer,268890
Vitali,Dayang,1965-01-23,d005,1988-09-21,1992-10-21,Technique Leader,269186
Rimli,Walston,1965-01-28,d001,1996-01-28,1999-08-10,Staff,269568
Naftali,Kragelund,1965-01-12,d001,1987-05-16,1999-01-01,Senior Staff,269728
Ulises,Frolund,1965-01-11,d001,1986-07-26,1999-01-01,Staff,270084
Shunichi,Baer,1965-01-19,d007,1998-02-04,1999-01-01,Staff,270716
Domenico,Wendorf,1965-02-01,d005,1988-09-08,1990-09-10,Engineer,270792
Dannz,Zhang,1965-02-01,d001,1991-06-26,1999-01-01,Senior Staff,270794
Hatem,Bierbaum,1965-01-21,d007,1999-09-07,2000-03-26,Staff,270821
Taisook,Kampfer,1965-01-10,d004,1997-11-30,1999-01-01,Engineer,271106
Somnath,Nitsche,1965-01-10,d004,1987-08-15,1999-10-10,Senior Engineer,271118
Odoardo,Tyugu,1965-01-16,d004,1994-11-07,1999-01-01,Engineer,271219
Yuchang,Busillo,1965-01-14,d004,1986-03-30,1989-11-14,Engineer,271975
Tsutomu,Neiman,1965-01-13,d009,1986-05-05,1996-07-31,Senior Staff,272141
Gully,Mitchem,1965-01-19,d009,1986-01-22,1999-01-01,Staff,272285
Surveyors,Muhling,1965-01-05,d004,1999-07-19,1999-01-01,Engineer,272316
Mitsuyuki,Isard,1965-01-10,d008,2002-02-27,1999-01-01,Engineer,272452
Holgard,Hegner,1965-01-16,d001,1993-07-15,1999-01-01,Staff,272599
Minghong,Candan,1965-02-01,d004,1994-02-10,1999-01-01,Assistant Engineer,272860
Divine,Hofmeyr,1965-01-26,d005,1989-04-14,1999-01-01,Technique Leader,273159
Yolla,Kobara,1965-01-08,d004,1995-12-29,1997-04-16,Engineer,273274
Brigham,Asmuth,1965-01-26,d005,1989-01-23,1999-01-01,Senior Engineer,273286
Wayne,Baba,1965-01-10,d005,1998-03-07,1999-01-01,Engineer,273396
Hongzhu,Beetstra,1965-01-01,d009,1997-08-18,1999-01-01,Senior Staff,273806
Gunilla,Matzen,1965-01-13,d007,1990-12-28,1999-01-01,Senior Staff,273858
Mingsen,Weiland,1965-01-01,d003,1995-10-12,1999-01-01,Staff,274071
Prodip,Ritcey,1965-01-10,d007,1986-09-10,1999-01-01,Staff,274271
Ranga,Waymire,1965-01-29,d008,1997-01-27,1999-01-01,Senior Staff,274369
Yefim,Pettey,1965-01-10,d007,1993-08-07,1999-01-01,Staff,274813
Satyanarayana,Brandsma,1965-01-07,d005,1999-12-08,1999-01-01,Engineer,275158
Vojin,Laventhal,1965-01-21,d005,1991-10-18,1999-01-01,Senior Engineer,275263
Limsoon,Leppanen,1965-01-16,d005,1993-01-21,1999-01-01,Engineer,275444
Shen,Yamaashi,1965-01-13,d007,1995-02-19,1999-01-01,Staff,275495
Ayakannu,Heinisuo,1965-01-22,d007,1986-06-28,1999-01-01,Senior Staff,275801
Jiann,Munro,1965-01-08,d004,1988-05-18,1999-01-01,Senior Engineer,275881
Uma,Prampolini,1965-01-29,d004,1991-02-21,1999-01-01,Engineer,275994
Holgard,Stavenow,1965-01-04,d008,1986-02-28,1999-01-01,Senior Staff,276027
Mari,Swick,1965-01-10,d007,1991-04-08,1999-01-01,Senior Staff,276184
Sajjad,Vecchi,1965-01-30,d003,1993-06-02,1999-01-01,Staff,276186
Isaac,Klerer,1965-01-10,d003,1995-03-19,1999-01-01,Staff,276189
Atilio,Randi,1965-01-27,d004,1988-07-02,1999-01-01,Engineer,276445
Hideyuki,Flanders,1965-01-27,d005,1988-11-10,1999-01-01,Senior Engineer,276472
Gift,Solares,1965-01-01,d009,1995-08-01,1999-01-01,Senior Staff,276563
Alois,Sanella,1965-01-19,d001,1998-03-13,1999-01-01,Staff,276868
Yongmin,Sidje,1965-01-18,d008,2001-10-31,2002-02-20,Engineer,276922
Vitali,Rothenberg,1965-01-03,d007,1989-10-04,1999-01-01,Senior Staff,277316
Uzi,Kugler,1965-01-09,d009,1991-01-12,1999-01-01,Senior Staff,277362
Rayond,Schach,1965-01-16,d004,1995-04-22,1999-01-01,Engineer,277420
Herbert,Itzigehl,1965-01-27,d005,1990-07-04,1999-01-01,Senior Engineer,277777
Michaela,Fandrianto,1965-01-22,d005,1986-06-02,1999-01-01,Senior Engineer,277829
Shaunak,Solovay,1965-01-13,d007,1992-12-26,1994-01-13,Senior Staff,277926
Boaz,Bottner,1965-01-19,d008,1994-02-06,1999-01-01,Staff,278239
Caolyn,Poujol,1965-01-15,d006,1995-12-03,1999-01-01,Technique Leader,278386
Sudhanshu,Toyoshima,1965-01-07,d003,1987-08-29,1999-01-01,Staff,278452
Koldo,Peternell,1965-01-25,d008,1992-11-05,1993-04-06,Staff,278484
Munenori,Shobatake,1965-01-14,d001,1992-01-10,1999-01-01,Staff,278536
Jaana,Werthner,1965-01-02,d007,1989-07-27,1999-01-01,Senior Staff,278549
Hidefumi,Saoudi,1965-01-22,d004,1990-09-15,1996-05-18,Engineer,278883
Jeanna,Ghandeharizadeh,1965-01-26,d005,1990-08-11,1999-01-01,Senior Engineer,278953
Maren,DuCasse,1965-01-05,d005,1997-11-29,1999-01-01,Engineer,279115
Niranjan,Debuse,1965-01-09,d004,1992-09-21,1999-01-01,Engineer,279280
Hugo,Comte,1965-01-24,d008,1992-06-30,1993-12-05,Senior Staff,279384
Chiranjit,Lyonns,1965-01-10,d005,1986-12-24,1999-01-01,Engineer,279791
Vasilii,Verhaegen,1965-01-07,d007,1991-03-25,1991-04-24,Staff,280029
Niteen,Ebeling,1965-01-24,d003,1988-03-29,1999-01-01,Senior Staff,280070
Lenore,Badache,1965-01-26,d009,1998-11-24,1999-01-01,Staff,280291
Hironoby,Farrar,1965-01-18,d004,1987-11-03,1996-11-12,Technique Leader,280411
Jahangir,Hofting,1965-01-31,d007,1986-09-28,1999-01-01,Senior Staff,280420
Kish,Herbst,1965-01-13,d007,1996-08-18,1999-01-01,Staff,280525
Heeju,Lorys,1965-01-04,d004,1986-12-27,1999-01-01,Senior Engineer,280648
Ipke,Farrar,1965-01-16,d004,1991-03-04,1999-12-03,Senior Engineer,280836
Phillip,Fontet,1965-01-11,d009,1991-09-03,1998-02-07,Staff,281180
Zijian,Covnot,1965-01-08,d005,1994-09-13,1999-01-01,Assistant Engineer,281570
Khosrow,Sommen,1965-01-06,d006,1990-03-03,1999-01-01,Senior Engineer,281692
Fumitake,Marchegay,1965-01-16,d004,1991-09-29,1997-06-12,Assistant Engineer,281834
Parke,Staylopatis,1965-01-29,d005,1993-07-31,1999-01-01,Senior Engineer,281848
Masanao,Papastamatiou,1965-01-17,d004,1985-11-25,1999-01-01,Senior Engineer,281859
Hideo,Ratnakar,1965-01-06,d006,1985-06-13,1998-03-20,Senior Engineer,282000
Alper,Shinomoto,1965-01-16,d005,1997-10-20,1999-01-01,Engineer,282191
Nahla,Serdy,1965-01-25,d008,1993-09-09,1999-01-01,Staff,282333
Xinglin,Haldar,1965-01-13,d007,1988-07-20,1999-01-01,Senior Staff,282343
Nahum,Codenie,1965-01-18,d005,1999-06-14,1999-01-01,Engineer,282547
Zijian,Lammel,1965-01-03,d009,1996-07-01,1999-01-01,Staff,282585
Candida,Felcyn,1965-01-28,d005,1986-08-04,2002-05-25,Engineer,282699
Chenxi,Pusterhofer,1965-01-30,d002,1996-06-02,2000-07-12,Staff,282862
Fay,Bellmore,1965-01-05,d005,1989-05-03,1999-01-01,Senior Engineer,282894
Nathalie,Foote,1965-01-04,d006,1991-07-20,1992-06-20,Senior Engineer,283041
Cullen,Mikschl,1965-01-19,d003,1990-01-16,1990-03-11,Senior Staff,283138
Sanjai,Kopetz,1965-01-15,d006,1999-05-21,2000-06-07,Assistant Engineer,283168
Fun,Seiwald,1965-02-01,d005,1994-06-24,2000-02-15,Engineer,284045
Ishfaq,Mahmud,1965-01-22,d001,1991-11-29,1999-01-01,Staff,284300
Pintsang,Fujisawa,1965-01-25,d007,1996-04-16,1999-01-01,Senior Staff,284431
Duri,Beznosov,1965-01-03,d006,1988-02-15,1999-01-01,Senior Engineer,284561
Oksana,Redmiles,1965-01-15,d005,1985-06-22,1999-01-01,Engineer,284687
Theron,Ressouche,1965-01-04,d005,1988-08-17,1999-01-01,Engineer,284691
Martijn,Azevdeo,1965-01-21,d005,1988-02-10,1999-01-01,Senior Engineer,284711
Gal,Ranta,1965-01-11,d005,1992-11-07,1999-01-01,Engineer,284717
Moto,Kobara,1965-01-05,d006,1991-12-12,1999-01-01,Engineer,284856
Anneke,Hammerschmidt,1965-01-16,d006,1996-01-30,1999-01-01,Engineer,284954
Nahum,Schahn,1965-01-20,d006,1998-02-17,2000-03-15,Senior Engineer,285149
Xiaocheng,Kumaresan,1965-01-02,d007,1994-10-03,1999-01-01,Staff,285164
Theron,Ravishankar,1965-01-09,d005,1991-12-27,1999-10-09,Engineer,285318
Lena,Kohling,1965-01-27,d005,1986-10-04,1999-01-01,Engineer,285396
Kellyn,Bage,1965-01-09,d008,1994-11-04,1999-01-01,Senior Staff,285905
Arnould,Buescher,1965-01-02,d005,1998-03-26,1999-01-01,Engineer,285906
Utpal,Zaumen,1965-01-21,d007,1991-02-25,1999-01-01,Senior Staff,286026
Jaques,Nanard,1965-01-28,d009,1996-07-16,1999-01-01,Staff,286029
Toshimitsu,Seuren,1965-01-06,d003,1995-01-19,1999-01-01,Staff,286370
Behnaam,Bierbaum,1965-01-26,d005,1999-01-31,1999-01-01,Engineer,286452
Nahum,Nishimukai,1965-01-27,d005,1991-02-02,1994-07-29,Engineer,286573
Sigeru,Versino,1965-01-24,d004,1998-08-31,1999-01-01,Engineer,286779
Woody,Trelles,1965-01-01,d005,1996-05-23,1999-01-01,Senior Engineer,286986
Steve,Dengi,1965-02-01,d007,1999-09-15,1999-01-01,Staff,287323
Youjian,Felder,1965-01-13,d003,1993-07-15,1999-01-01,Senior Staff,287327
Elliott,Speer,1965-01-05,d004,1998-08-08,1999-01-01,Engineer,287334
Sasan,Deville,1965-01-02,d006,1994-10-11,2001-04-25,Technique Leader,287436
Shigeaki,Gihr,1965-01-01,d006,1994-03-18,1999-01-01,Engineer,287482
Jovan,Hockney,1965-01-18,d004,1990-06-21,1999-01-01,Senior Engineer,287583
Sailaja,Negoita,1965-01-06,d005,1988-01-20,1999-01-01,Senior Engineer,287609
Aamod,Ranka,1965-01-23,d002,1992-12-07,1999-01-01,Senior Staff,287713
Vidar,Ozeki,1965-01-09,d005,1996-06-17,1999-01-01,Technique Leader,287808
Mooi,Perfilyeva,1965-01-24,d004,1999-01-04,2000-09-04,Engineer,287822
Randi,Munos,1965-01-23,d001,1990-09-07,1999-01-01,Senior Staff,287983
Troy,Kobuchi,1965-01-09,d005,1991-02-12,1999-01-01,Senior Engineer,287984
Kauko,Narwekar,1965-01-22,d005,1985-12-16,1999-01-01,Engineer,288028
IEEE,VanScheik,1965-01-11,d003,1992-02-11,1993-11-20,Staff,288134
Shay,Heystek,1965-01-25,d007,1989-04-01,1999-01-01,Staff,288142
Masoud,Asmuth,1965-01-11,d003,1994-09-05,1999-01-01,Staff,288166
Yifei,Birjandi,1965-01-16,d001,1994-02-07,1999-01-01,Staff,288560
Cristinel,Gerlach,1965-01-02,d004,1996-01-09,1999-01-01,Engineer,288563
Susumu,Swiss,1965-01-21,d007,1991-11-15,1999-01-01,Senior Staff,288606
Horward,Khasidashvili,1965-01-31,d005,1998-11-19,1999-01-01,Senior Engineer,288665
Vivian,Hennebert,1965-01-31,d007,1991-04-10,1994-06-11,Staff,288848
Bedrich,Rosenbaum,1965-01-30,d005,1991-01-27,1999-01-01,Engineer,288893
Nikolaus,Akaboshi,1965-01-21,d009,1990-09-20,1995-07-04,Staff,289122
Bowen,Narwekar,1965-01-20,d005,1985-03-08,1999-01-01,Senior Engineer,289454
Fai,Maccarone,1965-01-31,d008,1985-10-30,1999-01-01,Senior Staff,289687
Soenke,Lemarechal,1965-01-04,d009,1994-09-04,1999-01-01,Senior Staff,289807
Hilari,Vecchio,1965-01-09,d007,1993-04-24,1999-01-01,Senior Staff,289909
Zijian,Rindone,1965-01-22,d003,1989-07-09,1999-01-01,Staff,290009
Fox,Lodder,1965-01-11,d007,1988-02-17,1994-01-29,Staff,290010
Boalin,Byoun,1965-01-15,d003,1990-10-01,1999-01-01,Senior Staff,290075
Kwangjo,Menhardt,1965-01-08,d005,1996-01-11,1999-01-01,Engineer,290284
Gregory,Collavizza,1965-01-25,d007,1987-09-09,1999-01-01,Staff,290441
Shaowen,Poulakidas,1965-01-29,d008,1987-04-15,1999-01-01,Staff,290467
Tsvetan,Sherertz,1965-01-03,d006,1989-08-07,1999-01-01,Assistant Engineer,290478
Shigehiro,Oxenboll,1965-01-09,d004,1986-02-26,1999-01-01,Senior Engineer,290563
Lalit,Blokdijk,1965-01-26,d005,1999-02-01,1999-01-01,Senior Engineer,290769
Constantijn,Rusterholz,1965-01-19,d009,1998-08-28,1998-11-13,Staff,291349
Danai,Trelles,1965-01-07,d005,1992-04-17,1997-08-26,Technique Leader,291352
Gita,Rodier,1965-01-03,d007,1990-08-24,1994-04-27,Staff,291368
Siamak,Gomatam,1965-01-30,d005,1998-07-08,1999-01-01,Engineer,291612
Faiza,Bach,1965-01-04,d005,1999-09-13,1999-01-01,Engineer,291669
Ebru,Doering,1965-01-29,d004,1994-08-27,2001-04-06,Assistant Engineer,291755
Uriel,Georg,1965-01-13,d009,1991-06-08,1999-06-22,Staff,291819
Menkae,Showalter,1965-01-23,d005,1996-08-09,1999-01-01,Senior Engineer,292110
Khatoun,Pulkowski,1965-01-09,d005,2002-01-09,1999-01-01,Engineer,292146
Masaru,Huhdanpaa,1965-01-17,d005,1996-11-23,1999-01-01,Senior Engineer,292210
Shridhar,Chvatal,1965-01-15,d005,1990-05-09,1995-08-27,Staff,292374
Hongzue,Zultner,1965-01-28,d008,1990-02-22,1999-01-01,Senior Staff,292404
Georgi,Bednarek,1965-01-27,d006,1994-03-02,1999-01-01,Engineer,292504
Bernd,Thummel,1965-01-04,d005,1989-08-03,1999-01-01,Engineer,292515
Ziya,Tokunaga,1965-01-10,d004,1986-01-08,1999-01-01,Engineer,292828
Shuky,Journel,1965-01-02,d005,1985-02-14,1995-04-27,Engineer,292901
Hideyuki,Slaats,1965-01-12,d003,1987-05-30,1999-01-01,Senior Staff,293080
Syozo,Maliniak,1965-01-21,d007,1992-11-09,1993-06-06,Senior Staff,293154
Moti,Steenbeek,1965-01-24,d005,1987-01-22,1999-01-01,Senior Engineer,293280
Fumiya,Griswold,1965-01-15,d005,1986-06-12,1999-01-01,Engineer,293329
Sanjay,Litecky,1965-01-25,d005,1995-08-27,1999-01-01,Engineer,293746
Jungsoon,Bail,1965-01-04,d007,1986-02-18,1999-01-01,Senior Staff,293752
Takanari,Ermel,1965-01-09,d007,1992-01-11,1999-01-01,Staff,294144
Marl,Fiebach,1965-01-12,d002,1994-07-26,1999-01-01,Staff,294241
Claudi,Ruemmler,1965-01-27,d002,1999-08-13,1999-01-01,Staff,294446
Siddarth,Rosiles,1965-01-14,d005,1985-11-18,1999-01-01,Senior Engineer,294461
Ashish,Candan,1965-01-04,d001,1992-02-02,1999-01-01,Senior Staff,294527
Hironobu,Brodie,1965-01-27,d008,1998-12-21,1999-01-01,Engineer,294652
Vesna,Lammel,1965-01-28,d005,1999-10-08,1999-01-01,Assistant Engineer,294791
Caolyn,Ozeri,1965-01-15,d005,1986-07-29,1999-01-01,Engineer,294857
Tomoyuki,Vigier,1965-02-01,d007,1991-07-08,2000-03-08,Senior Staff,294996
Fun,Keirsey,1965-01-01,d009,1985-07-09,1999-01-01,Senior Staff,295030
Kauko,Fujisawa,1965-01-24,d005,1987-09-13,1999-01-01,Engineer,295236
Xuejun,Pfau,1965-01-15,d003,1985-07-24,1999-01-01,Staff,295254
Jacopo,Bellone,1965-01-04,d004,1988-03-13,1999-01-01,Technique Leader,295255
Moon,Pews,1965-01-22,d004,1994-08-06,1999-01-01,Assistant Engineer,295262
Eben,Calkin,1965-01-28,d003,1996-12-19,1999-01-01,Staff,295268
Val,Barvinok,1965-01-04,d005,1990-01-02,1999-01-01,Senior Engineer,295278
Chiranjit,Serot,1965-01-18,d007,1997-04-04,1999-01-01,Staff,295411
Shawna,Chiodo,1965-01-19,d005,1999-01-22,1999-04-05,Engineer,295476
Kankanahalli,Ciolek,1965-01-17,d003,1989-12-26,1999-01-01,Senior Staff,295857
Shaz,Driscoll,1965-01-29,d008,1998-10-03,1999-01-01,Staff,296062
Mariangiola,Heyers,1965-01-28,d005,1992-08-04,1999-01-01,Technique Leader,296303
Charmane,Simmen,1965-01-03,d007,1989-03-07,1999-01-01,Senior Staff,296428
Pranav,Berztiss,1965-01-25,d004,1990-10-06,1996-09-09,Senior Engineer,296610
